Id,Nom_festival,Type,Region,Ville,Geocode,Annee,Site_internet,Genre_musique,Spectacle_vivant,Cinema_audiovisuel,Art,Livre_litterature
FEST_37050_1442,Festival de cuivres,Musique,Centre-Val de Loire,Chambray-lès-Tours,"47.3312652065, 0.716803612336",2005,www.ville-de-chambray-les-tours.fr,,,,,
FEST_01179_2491,Nid'poule festival,Musique,Auvergne-Rhône-Alpes,Grièges,"46.2633634407, 4.84621318847",2015,chaudcommelabresse.jimdofree.com,"Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Pop, rock, Variétés internationales",,,,
FEST_49080_1455,Freaks Pop Festival,Musique,Pays de la Loire,Champigné,"47.6841712906, -0.495930395639",2013,https://freakspopfestival.fr/,"Musiques électroniques, techno, Pop, rock",,,,
FEST_86066_1569,Chatel'blues,Musique,Nouvelle-Aquitaine,Châtellerault,"46.8156700185, 0.552598976936",2017,http://www.facebook.com/pb86100/,Musiques actuelles,,,,
FEST_68066_1735,D'ailleurs et Dici,Spectacle vivant,Grand Est,Colmar,"48.1099405789, 7.38468690323",1997,dailleursdici.com,,Théâtre,,,
FEST_11103_1844,Ligat festival,Musique,Occitanie,Couiza,"42.9352199297, 2.27047605296",2019,www.ligat-festival.fr,,,,,
FEST_29042_1895,Les Jeudis de musiqueS à Crozon,Musique,Bretagne,Crozon,"48.2449715382, -4.49170347769",2010,www.musiquesacrozon.org,Musique classique,,,,
FEST_35093_2010,Festival International de Musique de Dinard,Musique,Bretagne,Dinard,"48.6241805945, -2.0619828606",1989,https://www.festival-music-dinard.com/,"Classique, jazz",,,,
FEST_77186_7265,Branche & Ciné,"Cinéma, audiovisuel",Île-de-France,Fontainebleau,"48.4066856508, 2.68031396389",2018,https://branche-et-cine.onf.fr/,,,,,
FEST_05061_2352,Histoire de lire,"Livre, littérature",Provence-Alpes-Côte d'Azur,Gap,"44.5798600596, 6.06486052138",1998,www.mediatheque-gap.fr,,,,,
FEST_40120_2544,La Parade des 5 Sens,Spectacle vivant,Nouvelle-Aquitaine,Hastingues,"43.5160536898, -1.13714325683",1999,http://fr-fr.facebook.com/LaParadeDes5Sens/,,Spectacle vivant pluridisciplinaire,,,
FEST_72132_2762,Les Rendez Vous de St Lyphard,Spectacle vivant,Pays de la Loire,La Ferté-Bernard,"48.1842560568, 0.634694806211",2010,www.tombesdelalune.com,,"Cirque, Arts de la rue",,,
FEST_83071_2791,La londe jazz festival,Musique,Provence-Alpes-Côte d'Azur,La Londe-Les-Maures,"43.1689213414, 6.24285151023",2009,www.lalondejazzfestival.com,"Jazz, blues",,,,
FEST_84058_2901,Festival de Lacoste,Musique,Provence-Alpes-Côte d'Azur,Lacoste,"43.8257421042, 5.26592271907",2000,www.festivaldelacoste.com,Musique classique,,,,
FEST_29109_2953,Festival de la mer,Musique,Bretagne,Landunvez,"48.5343990673, -4.72936031932",2003,Www.festivaldelamer.com,"Métal, hard rock",,,,
FEST_56098_2955,Quai 9 à Kerhervy,Spectacle vivant,Bretagne,Lanester,"47.7691924277, -3.32648317962",2017,https://quai9.bzh/,,Arts de la rue,,,
FEST_33536_3203,Tribus Libres,Musique,Nouvelle-Aquitaine,Le Tuzan,"44.4493819137, -0.600499889851",2018,http://ensemble-animonsnous.fr/,Musiques actuelles,,,,
FEST_62506_3303,Buco'Liques,Musique,Hauts-de-France,Licques,"50.7962798733, 1.9348768777",2010,http://guide-festivals.eu/2012-bucolicques-14334.html,"Chanson, variété française, Pop, Indie, Musique électronique, Rock, Funk, Blues, Musique du Monde",,,,
FEST_11206_3399,Percu'sud académie et festival de percussions,Musique,Occitanie,Limoux,"43.0499293279, 2.23958811407",2019,https://www.helloasso.com/associations/percu-sud/adhesions/inscriptions-percu-sud-2020,,,,,
FEST_34144_3488,Festi'nize,Musique,Occitanie,Lunas,"43.7089785299, 3.20607492455",2019,https://www.francebleu.fr/emissions/la-nouvelle-scene-live-france-bleu-herault/herault/la-nouvelle-scene-live-france-bleu-herault-47,chanson francaise jazz,,,,
FEST_78362_3646,Contentpourien,Musique,Île-de-France,Mantes-la-Ville,"48.9747939435, 1.71205571778",2009,www.contentpourien.fr,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles, Métal, hard rock, Pop, rock, Jazz, blues, Reggae, SkA, Punk...",,,,
FEST_24256_3678,D’la Scène à la Rue,Musique,Nouvelle-Aquitaine,Marsac-sur-l'Isle,"45.1820442564, 0.651480923403",2013,http://www.festi-plage.fr/,Musiques actuelles,,,,
FEST_83088_4350,Festival de Néoules,Musique,Provence-Alpes-Côte d'Azur,Néoules,"43.2945310996, 6.02592739077",1990,https://www.festival-de-neoules.fr/,"Chanson ou variété française, hip-hop, rap, slam, musiques du monde, pop, rock, variétés internationales, musique actuelle",,,,
FEST_87106_4377,La Route du Sirque,Spectacle vivant,Nouvelle-Aquitaine,Nexon,"45.6749732411, 1.18567878559",1988,http://lesirque.com/,,Cirque,,,
FEST_89297_5028,L’art est dans le pré,Spectacle vivant,Bourgogne-Franche-Comté,Pierre-Perthuis,"47.4326784841, 3.79104636774",2011,Faramine.com,,,,,
FEST_2B298_5836,Porto latino,Musique,Corse,Saint-Florent,"42.6872130129, 9.28317002062",1999,www.portolatino.fr,"Chanson ou variété française, jazz, blues, hip-hop, rap, slam, musiques du monde, musiques électroniques, techno, pop, rock, rnb, variétés internationales",,,,
FEST_01305_5151,Festivrac,Musique,Auvergne-Rhône-Alpes,Pont-de-Vaux,"46.4422864477, 4.92862459427",1993,www.festivrac.com,"Pop, rock",,,,
FEST_29232_5259,Cornouaille,Musique,Bretagne,Quimper,"47.9971425162, -4.09111944455",1923,www.festival-cornouaille.bzh,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles, Variétés internationales, Pop, rock",,,,
FEST_63309_5581,Festival du Volcan du Montpeloux,Spectacle vivant,Auvergne-Rhône-Alpes,Saillant,"45.4486696779, 3.92581266951",2006,https://www.ambertlivradoisforez.fr/,,Arts du cirque,,,
FEST_33402_5772,Pampa Festival,Spectacle vivant,Nouvelle-Aquitaine,Sainte-Foy-la-Grande,"44.8408428381, 0.217540501109",2018,http://festivalpampa.fr/,,Théâtre,,,
FEST_79252_5847,Le Rêve de L'aborigène,Musique,Nouvelle-Aquitaine,Saint-Généroux,"46.8857147211, -0.146137280401",2002,http://www.lerevedelaborigene.org/,Musiques actuelles,,,,
FEST_67426_5615,The World Today,Musique,Grand Est,Saint-Martin,"48.3498144162, 7.28574653524",2017,http://theworldtoday.fr/,"Musiques électroniques, techno",,,,
FEST_85266_6136,Voix et Musiques,Musique,Pays de la Loire,Saint-Prouant,"46.7502017421, -0.974504061491",2018,www.sitesculturels.vendee.fr,,,,,
FEST_34301_6348,Festival Fiest’A Sète,Musique,Occitanie,Sète,"43.3917705831, 3.64705148296",1997,www.fiestasete.com,Musiques du monde,,,,
FEST_83137_6604,Festival international de courts métrages cinéma en liberté,"Cinéma, audiovisuel",Provence-Alpes-Côte d'Azur,Toulon,"43.1361589728, 5.93239634249",2011,www.festivalcinemaenliberte.com,,,Court métrage,,
FEST_71542_6621,Les Ripailles,Musique,Bourgogne-Franche-Comté,Toulon-sur-Arroux,"46.6826511645, 4.14773994061",2019,En cours de création,Gospel et Polyphonies,,,,
FEST_31584_7099,Fabulous festival,Musique,Occitanie,Villemur-sur-Tarn,"43.8644095962, 1.49043812706",2019,https://fabulous-festival.fr/,Musiques amplifiées ou électroniques,,,,
FEST_22343_6770,Tango par la Côte en Côtes-d'Armor,"Cinéma, audiovisuel",Bretagne,Trébeurden,"48.7707775944, -3.55769238632",2007,http://www.sha.asso.fr/,,Danse,,,
FEST_84137_6846,Autour du Ventoux,Musique,Provence-Alpes-Côte d'Azur,Vaison-La-Romaine,"44.247701867, 5.06040782309",2017,www.autourduventoux.com,"Musique classique, musique contemporaine",,,,
FEST_86082_6884,Festival Jeunes Pousses,Musique,Nouvelle-Aquitaine,Valence-en-Poitou,"46.2960515844, 0.179497066899",2007,http://fr-fr.facebook.com/Association-CEAUX-en-FETES-127721010642870/,Musiques actuelles,,,,
FEST_73306_6904,Valloire baroque,Musique,Auvergne-Rhône-Alpes,Valloire,"45.1233680911, 6.42400790634",2010,www.festivalvalloirebaroque.com,"Musique classique, musique baroque",,,,
FEST_81309_6933,L'Eté de vaour,Spectacle vivant,Occitanie,Vaour,"44.070490584, 1.80207559018",1986,http://www.etedevaour.org/festival-2022,,"Théâtre, Arts du crique",,,
FEST_49323_7007,Les P'tits Loups en fête,Spectacle vivant,Pays de la Loire,Verrières-en-Anjou,"47.5123317726, -0.475837998559",2019,www.chateauamotte.fr,,"Cirque, Arts de la rue",,,
FEST_33545_7016,Sun Ska,Musique,Nouvelle-Aquitaine,Vertheuil,"45.2541334712, -0.845409908523",1998,http://www.reggaesunska.com/,Musiques actuelles,,,,
FEST_01160_2207,Festival estival de musique de chambre en Pays de Gex,Musique,Auvergne-Rhône-Alpes,Ferney-Voltaire,"46.2519789243, 6.10826403805",1998,www.celloarte.org,Musique classique,,,,
FEST_02328_2291,Musique en Omois,Musique,Hauts-de-France,Fossoy,"49.044990122, 3.48523126715",1984,https://www.musique-en-omois.com/,"Chanson, variété française, Pop, Indie, Musique électronique, Rock",,,,
FEST_54323_3428,Les Nuits de Longwy,Musique,Grand Est,Longwy,"49.5214021779, 5.76638370702",01/01/1990 00:00,www.mairie-longwy.fr,Musiques actuelles,,,,
FEST_24352_5435,Itinéraire Baroque,Musique,Nouvelle-Aquitaine,Ribérac,"45.2457883325, 0.334782848632",2003,http://www.itinerairebaroque.com/,Musiques classiques et savantes,,,,
FEST_67482_6449,L'Afrique Festival,Musique,Grand Est,Strasbourg,"48.5712679849, 7.76752679517",2016,www.lafriquefestival.com,"Musiques du monde, Musiques traditionnelles, Variétés internationales, Hip-hop, rap, slam, Musique contemporaine",,,,
FEST_13117_7171,Jardin sonore festival,Musique,Provence-Alpes-Côte d'Azur,Vitrolles,"43.4497831674, 5.26357787665",2018,www.jardinsonorefestival.com,"Chanson ou variété française, hip-hop, rap, slam, musiques électroniques, techno, pop, rock, variétés internationales",,,,
FEST_13004_354,Les rencontres de la photographie d'arles,"Arts visuels, arts numériques",Provence-Alpes-Côte d'Azur,Arles,"43.5468692378, 4.66215642574",1970,www.rencontres-arles.com,,,,Photographie,
FEST_25031_450,Keep The Faith Weekender,Musique,Bourgogne-Franche-Comté,Audincourt,"47.4811676376, 6.85493983157",2015,http://www.lemoloco.com/keep-the-faith-weekender/,,,,,
FEST_59392_3808,Joly jazz en Avesnois,Musique,Hauts-de-France,Maubeuge,"50.283630719, 3.96328053037",2000,www.bougezrock.com,"Jazz, blues, Hip-hop, rap, slam, Musiques du monde, Musiques traditionnelles, Pop, rock",,,,
FEST_30270_5613,Festival du Rythme en Cévennes,Musique,Occitanie,Saint-Jean-du-Pin,"44.1164232741, 4.0327398577",1990,https://www.facebook.com/Festival-du-Rythme-en-C%C3%A9vennes-2025532951037192/,"Musiques électroniques, techno",,,,
FEST_61063_1090,Art Sonic,Musique,Normandie,Briouze,"48.7111600408, -0.377752655086",1996,https://www.festival-artsonic.com,"Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musiques électroniques, techno, Pop, rock, RnB, Variétés internationales",,,,
FEST_06035_1304,Festival international de mandoline de castellar,Musique,Provence-Alpes-Côte d'Azur,Castellar,"43.8220566609, 7.49891571145",2009,www.festivalmandoline.fr,Musique ancienne,,,,
FEST_82073_2422,Les Scènes Vertes,Musique,Occitanie,Goudourville,"44.1130087288, 0.925431531851",2015,https://www.lesscenesvertes.fr/,Musiques actuelles sans distinction,,,,
FEST_13103_6213,Mezza voce,Spectacle vivant,Provence-Alpes-Côte d'Azur,Salon-De-Provence,"43.6462885238, 5.06814649576",2005,http://www.mezzavocesalon.fr,Autre (opéra),,,,
FEST_33192_2428,Play Festival,Musique,Nouvelle-Aquitaine,Gradignan,"44.7709411201, -0.616137682116",2011,http://www.gradignan.fr/,Musiques actuelles,,,,
FEST_06088_4405,Nice classic live,Musique,Provence-Alpes-Côte d'Azur,Nice,"43.7119992661, 7.23826889465",1957,https://niceclassiclive.com,"Musique classique, jazz et contemporain",,,,
FEST_49328_6264,Night'n Bulles,Musique,Pays de la Loire,Saumur,"47.2673853525, -0.0830410591988",2006,http://www.gratienmeyer.com,Jazz et vin,,,,
FEST_03310_7043,Salon des auteurs de Vichy,"Livre, littérature",Auvergne-Rhône-Alpes,Vichy,"46.1300051383, 3.42442081174",2008,http://www.legrandmarchecouvert-vichy.fr/,,,,,
FEST_34060_1334,Mixture culturelle,Musique,Occitanie,Causse-de-la-Selle,"43.793318405, 3.62922803202",2006,https://bouilloncube.fr/saison-culturelle/la-mixture/,,,,,
FEST_53062_1530,La chalibaude,Spectacle vivant,Pays de la Loire,Château-Gontier-sur-Mayenne,"47.8290067122, -0.738721767875",1989,www.chalibaude.fr,,"Cirque, Arts de la rue",,,
FEST_49246_3270,Les Traver'ce Musicales,Musique,Pays de la Loire,Les Ponts-de-Cé,"47.4272536106, -0.512677371617",2005,https://www.lestravercemusicales.com/,,,,,
FEST_13055_3787,Tamazgha,Musique,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2006,www.sudculture.org,Musiques du monde (berbère),,,,
FEST_05153_6058,Festival de Chaillol,Musique,Provence-Alpes-Côte d'Azur,Saint-Michel-de-Chaillol,"44.6888900905, 6.16982010891",1997,www.festivaldechaillol.com,"Jazz, blues, musique classique, musique contemporaine, musiques du monde, musiques traditionnelles",,,,
FEST_33530_6538,Celti Teuillac,Musique,Nouvelle-Aquitaine,Teuillac,"45.0962146262, -0.547066877584",2009,http://www.celti-teuillac.com,Musiques actuelles,,,,
FEST_08075_962,Boult-aux-Bois & Cordes,Musique,Grand Est,Boult-aux-Bois,"49.4191409109, 4.83535525707",2015,www.facebook.com/boultauxboisetcordes/,"Musiques du monde, Musiques traditionnelles, Jazz, blues, Musique classique",,,,
FEST_83081_3987,Festival international de guitare,Musique,Provence-Alpes-Côte d'Azur,Montauroux,"43.5990101065, 6.78985995347",2000,www.montauroux.fr,"Jazz, blues, métal, hard rock, musique classique, musiques du monde, musiques traditionnelles, pop, rock",,,,
FEST_75115_4828,Paris l'été,Spectacle vivant,Île-de-France,Paris,"48.8401554186, 2.29355937244",1990,www.parislete.fr,,Danse,,,
FEST_28323_5651,Derrière les Fagots,Spectacle vivant,Centre-Val de Loire,Saint-Ange-et-Torçay,"48.6495007318, 1.21435953964",2016,festivalderrierelesfagots.com,,Théâtre,,,
FEST_17318_5716,Jazz Au Phare,Musique,Nouvelle-Aquitaine,Saint-Clément-des-Baleines,"46.2363966414, -1.53823691013",2010,http://www.jazzauphare.com,Musiques actuelles,,,,
FEST_06161_7114,Les scènes du loup,Musique,Provence-Alpes-Côte d'Azur,Villeneuve-Loubet,"43.6492560734, 7.10728434873",2008,www.villeneuveloubet.fr,,,,,
FEST_05001_6,Musiqueyras,Musique,Provence-Alpes-Côte d'Azur,Abriès-Ristolas,"44.8163462455, 6.94164442809",1998,www.musiqueyras.org,Musiques du monde,,,,
FEST_05023_1068,Festival forts en fête,Spectacle vivant,Provence-Alpes-Côte d'Azur,Briançon,"44.8994986041, 6.64947524018",2009,saintlaurentduvar.fr,,Théâtre,,,
FEST_06033_1293,Les nuits de la villa,Musique,Provence-Alpes-Côte d'Azur,Carros,"43.7850390592, 7.18414159904",2014,www.ville-carros.fr,"Chanson ou variété française, jazz, blues, musiques du monde, musiques électroniques, techno, pop, rock, variétés internationales",,,,
FEST_01093_1582,Cuivres en Dombes,Musique,Auvergne-Rhône-Alpes,Châtillon-sur-Chalaronne,"46.1232390685, 4.95810003714",1996,www.cuivresendombes.org,"jazz, blues, Musique classique, Musique contemporaine, Musiques du monde",,,,
FEST_14384_3484,Luc-sur-Mer Tribute Fest,Musique,Normandie,Luc-sur-Mer,"49.3085348418, -0.357463109618",2019,https://www.facebook.com/LsmTributeFest/,,,,,
FEST_13055_3729,La guinguette,Spectacle vivant,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",1987,https://www.facebook.com/apecb/?ref=bookmarks,Hip-hop/rap/slam,Arts de la rue,Film d'animation,,
FEST_86194_5114,Les Heures vagabondes,Musique,Nouvelle-Aquitaine,Poitiers,"46.5839207726, 0.359947653003",2004,http://www.lesheuresvagabondes.fr/,Musiques actuelles,,,,
FEST_24037_747,L'été Musical en Bergerac,Musique,Nouvelle-Aquitaine,Bergerac,"44.8543751872, 0.486529423457",1989,http://www.festivalbergerac.com/,Musiques classiques et savantes,,,,
FEST_85113_3316,Viens Dans Mon Ile,Musique,Pays de la Loire,L'Île-d'Yeu,"46.7093514816, -2.34712702345",2012,viens-dans-mon-ie.com,,,,,
FEST_84087_4524,Chorégies d'Orange,Musique,Provence-Alpes-Côte d'Azur,Orange,"44.128913537, 4.8098792403",1869,www.choregies.fr,Opéra,,,,
FEST_09225_4589,Elles en scènes,Spectacle vivant,Occitanie,Pamiers,"43.1234860673, 1.61523399037",2018 (?),https://www.ramdam.com/Elles-en-scene,,,,,
FEST_70421_5199,Festival international de folklore à Port-sur-Saône,Musique,Bourgogne-Franche-Comté,Port-sur-Saône,"47.692500452, 6.03302774909",1990,http://www.festivalportsursaone.com,,,,,
FEST_37261_6732,American Tours Festival,Musique,Centre-Val de Loire,Tours,"47.3986382281, 0.696526376417",2007,www.americantoursfestival.com,"Jazz, blues, Métal, hard rock, Pop, rock, Country",,,,
FEST_13005_403,"Festimôme, festival international du cirque et des arts de la rue",Spectacle vivant,Provence-Alpes-Côte d'Azur,Aubagne,"43.2934843764, 5.56331273477",2001,www.festimôme.fr,,,,,
FEST_07042_1011,Les cordes en ballade,Musique,Auvergne-Rhône-Alpes,Bourg-Saint-Andéol,"44.3830866916, 4.61398365069",1999,www.cordesenballade.com,Musique classique,,,,
FEST_16102_1725,La Fête du Cognac,Musique,Nouvelle-Aquitaine,Cognac,"45.6962326551, -0.33507941815",1998,http://www.lafeteducognac.com/,Musiques actuelles,,,,
FEST_46102_2220,Les Mardis de l'été a Figeac,Musique,Occitanie,Figeac,"44.6055314625, 2.02540303775",2009,https://actu.fr/occitanie/figeac_46102/lot-mardis-lete-concerts-gratuits-figeac_26204402.html,,,,,
FEST_07119_3106,Le champ des muses,Musique,Auvergne-Rhône-Alpes,Le Lac-d'Issarlès,"44.8233324216, 4.07465283031",2012,https://champdesmuses.wordpress.com,"Chanson ou variété française, jazz, blues, Musiques du monde, Musiques traditionnelles",,,,
FEST_44109_4288,Aux heures d'été,Musique,Pays de la Loire,Nantes,"47.2316356767, -1.54831008605",2005,https://www.auxheuresete.com/,Musiques du monde,,,,
FEST_54431_5135,Les Estivales de Pont-à-Mousson,Musique,Grand Est,Pont-à-Mousson,"48.9219828048, 6.05392690748",01/01/1983 00:00,http://www.ville-pont-a-mousson.fr/,Musiques amplifiées ou électroniques,,,,
FEST_84138_6910,Les concerts tôt,Musique,Provence-Alpes-Côte d'Azur,Valréas,"44.3771588623, 4.99354936197",2015,https://www.facebook.com/lavalsedesas,"Chanson ou variété française, jazz, blues, musique contemporaine, musiques du monde, musiques électroniques, techno, pop, rock, variétés internationales",,,,
FEST_06018_831,Festival des mardis marionnettes,Spectacle vivant,Provence-Alpes-Côte d'Azur,Biot,"43.6276558141, 7.08318612891",2011,www.biot.fr,,"Marionettes, Théâtre",,,
FEST_71149_1837,Jazz à Couches,Musique,Bourgogne-Franche-Comté,Couches,"46.869155076, 4.56431598435",1988,www.jazzacouches.fr,"Jazz, blues",,,,
FEST_33356_2815,Confluent d'arts,Musique,Nouvelle-Aquitaine,La Rivière,"44.9377237217, -0.316177006649",2017,http://www.chateau-de-la-riviere.com/,Musiques actuelles,,,,
FEST_17285_5182,Les Fous Cavés,Musique,Nouvelle-Aquitaine,Port-d'Envaux,"45.818051845, -0.672067298755",2002,http://www.lesfouscaves.fr/,Musiques actuelles,,,,
FEST_52448_5757,Musical'été,Musique,Grand Est,Saint-Dizier,"48.6280100668, 4.94923523578",01/01/1998 00:00,https://www.saint-dizier.fr,Musiques actuelles,,,,
FEST_05139_5833,Musique en Dévoluy,Musique,Provence-Alpes-Côte d'Azur,Saint-Étienne-en-Dévoluy,"44.6775419763, 5.94047368781",1987,www.musiqueendevoluy.fr,Gospel/spiritual ; musique baroque ; musiques traditionnelles,,,,
FEST_44202_6529,Tilliacum,Musique,Pays de la Loire,Teillé,"47.4641557957, -1.28707085178",2016,www.tilliacum.com,,,,,
FEST_36006_332,Festival Debussy,Musique,Centre-Val de Loire,Argenton-sur-Creuse,"46.5787862593, 1.4926283101",2012,http://www.festivaldebussy.com,Musique classique,,,,
